	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC	mode	best_C
0	Leave_Allen_out	Allen	0.6301775147928994	0.39654798560576815	0.41379310344827586	0.5641025641025641	0.07372097807744857	PD1	0.1
1	Leave_Choueiri_out	Choueiri	0.6666666666666666	0.23703703703703705	0.3333333333333333	0.5	0.10087125544480041	PD1	0.1
2	Leave_Gide_out	Gide	0.7647727272727273	0.7917499055049657	0.41509433962264153	0.5753424657534246	0.27890234677485065	PD1	0.1
3	Leave_Hugo_out	Hugo	0.5238095238095237	0.5086113575411549	0.6206896551724138	0.5769230769230769	0.14414999403128945	PD1	0.1
4	Leave_IMVigor210_out	IMVigor210	0.5416560102301791	0.25599081911930066	0.2956521739130435	0.7281879194630873	0.13766940723353963	PD1	0.1
5	Leave_IMmotion150_out	IMmotion150	0.6301638176638177	0.4112163553080204	0.47328244274809167	0.5818181818181818	0.1829376445687771	PD1	0.1
6	Leave_Kim_out	Kim	0.7525252525252526	0.4853138051798854	0.5238095238095238	0.5555555555555556	0.3198010745334156	PD1	0.1
7	Leave_Liu_out	Liu	0.4902069475240207	0.42007532040298645	0.18867924528301888	0.5981308411214953	0.024482295400681982	PD1	0.1
8	Leave_MGH_out	MGH	0.4507575757575758	0.42945622131981154	0.26666666666666666	0.6764705882352942	0.20422388828466229	PD1	0.1
9	Leave_Miao_out	Miao	0.3333333333333333	0.21193695193695195	0.16666666666666666	0.4117647058823529	-0.27774602993176545	PD1	0.1
10	Leave_Riaz_out	Riaz	0.6524390243902439	0.3999407048058288	0.3125	0.5686274509803921	0.06843303110456209	PD1	0.1
11	Leave_Rose_out	Rose	0.6374143835616439	0.31017304395900314	0.3287671232876712	0.449438202247191	0.10687860088926193	PD1	0.1
12	Leave_SU2CLC1_out	SU2CLC1	0.6480263157894737	0.5188059462968262	0.5686274509803922	0.5686274509803921	0.21628289473684212	PD1	0.1
13	Leave_SU2CLC2_out	SU2CLC2	0.4889705882352941	0.298865368914711	0.380952380952381	0.48	-0.027461751819054487	PD1	0.1
14	Leave_Snyder_out	Snyder	0.5816326530612245	0.4837175254717272	0.5185185185185185	0.38095238095238093	0.15811388300841897	PD1	0.1
15	Leave_Zhao_out	Zhao	0.525974025974026	0.4903387976519836	0.45454545454545453	0.52	0.025974025974025976	PD1	0.1
