	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
0	Leave_Allen_out	Allen	0.9289940828402367	0.9026596255746051	0.7857142857142856	0.8461538461538461	0.6708203932499369
1	Leave_Choueiri_out	Choueiri	0.3589743589743589	0.13882275132275132	0.0	0.6875	-0.18156825980064073
2	Leave_Gide_out	Gide	0.8318181818181818	0.8320750451290659	0.7848101265822786	0.7671232876712328	0.5313694689202337
3	Leave_Hugo_out	Hugo	0.5892857142857143	0.6360153249022641	0.38095238095238093	0.5	0.04013939192492974
4	Leave_IMVigor210_out	IMVigor210	0.6874040920716112	0.47533519482169573	0.41071428571428575	0.7785234899328859	0.292112874608413
5	Leave_IMmotion150_out	IMmotion150	0.6873219373219374	0.47678415712095235	0.46551724137931033	0.6242424242424243	0.19568515852662485
6	Leave_Kim_out	Kim	0.9419191919191919	0.8649938024938025	0.8148148148148148	0.8888888888888888	0.7462025072446364
7	Leave_Liu_out	Liu	0.7361419068736142	0.664514758579982	0.4838709677419355	0.7009345794392523	0.33655044290166475
8	Leave_MGH_out	MGH	0.7613636363636364	0.7059690429948317	0.5806451612903226	0.6176470588235294	0.2843611155188746
9	Leave_Miao_out	Miao	0.3	0.21248868778280544	0.0	0.47058823529411764	-0.35805743701971643
10	Leave_Riaz_out	Riaz	0.7829268292682927	0.4198116532453253	0.4255319148936171	0.47058823529411764	0.3037884286153442
11	Leave_Rose_out	Rose	0.651541095890411	0.29415448987864173	0.32	0.8089887640449438	0.23117889914401107
12	Leave_SU2CLC1_out	SU2CLC1	0.7598684210526315	0.7430079667542356	0.6176470588235295	0.7450980392156863	0.4371787667794572
13	Leave_SU2CLC2_out	SU2CLC2	0.7794117647058824	0.6522693942530899	0.5714285714285715	0.76	0.4176201680321031
14	Leave_Snyder_out	Snyder	0.35714285714285715	0.257099283094418	0.0	0.6666666666666666	0.0
15	Leave_Zhao_out	Zhao	0.7272727272727273	0.6628389884968833	0.0	0.56	0.0
