	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC	mode	best_C
0	Leave_Allen_out	Allen	0.6272189349112427	0.40861080840182673	0.5294117647058824	0.5897435897435898	0.2182178902359924	MIAS	0.1
1	Leave_Choueiri_out	Choueiri	0.7179487179487178	0.5204545454545455	0.3157894736842105	0.1875	0.0	MIAS	0.1
2	Leave_Gide_out	Gide	0.7825757575757576	0.7609212762705659	0.7608695652173914	0.6986301369863014	0.3956355649805769	MIAS	0.1
3	Leave_Hugo_out	Hugo	0.5535714285714286	0.5798707081900358	0.7058823529411764	0.6153846153846154	0.2253744679276044	MIAS	0.1
4	Leave_IMVigor210_out	IMVigor210	0.5233375959079284	0.24381133980831807	0.34013605442176875	0.348993288590604	-0.029336412993265032	MIAS	0.1
5	Leave_IMmotion150_out	IMmotion150	0.6632834757834757	0.42946599074606706	0.45070422535211263	0.2909090909090909	0.0	MIAS	0.1
6	Leave_Kim_out	Kim	0.7196969696969697	0.43543097934988473	0.4074074074074074	0.28888888888888886	-0.040291148201269014	MIAS	0.1
7	Leave_Liu_out	Liu	0.5458240946045825	0.4670215693034515	0.4146341463414634	0.5514018691588785	0.050997782705099776	MIAS	0.1
8	Leave_MGH_out	MGH	0.6553030303030304	0.590692579457789	0.5142857142857143	0.5	0.11608043601255663	MIAS	0.1
9	Leave_Miao_out	Miao	0.55	0.29438492063492067	0.45454545454545453	0.29411764705882354	0.0	MIAS	0.1
10	Leave_Riaz_out	Riaz	0.6560975609756097	0.49701914983268536	0.37837837837837834	0.5490196078431373	0.16878732147764805	MIAS	0.1
11	Leave_Rose_out	Rose	0.5847602739726028	0.22707019652974125	0.3181818181818182	0.6629213483146067	0.12390039591096645	MIAS	0.1
12	Leave_SU2CLC1_out	SU2CLC1	0.6143092105263157	0.4819408092550696	0.5454545454545454	0.4117647058823529	0.07394508191879703	MIAS	0.1
13	Leave_SU2CLC2_out	SU2CLC2	0.33088235294117646	0.23822261413580065	0.31999999999999995	0.32	-0.2647058823529412	MIAS	0.1
14	Leave_Snyder_out	Snyder	0.44897959183673475	0.29753515042380585	0.3333333333333333	0.6190476190476191	0.07905694150420949	MIAS	0.1
15	Leave_Zhao_out	Zhao	0.6103896103896104	0.5984161101594011	0.5714285714285714	0.52	0.0898283738337021	MIAS	0.1
