	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
0	Leave_Allen_out	Allen	0.6745562130177515	0.4882319619205084	0.23529411764705882	0.6666666666666666	0.11952286093343936
1	Leave_Choueiri_out	Choueiri	0.641025641025641	0.23584656084656083	0.3333333333333333	0.75	0.1794871794871795
2	Leave_Gide_out	Gide	0.7227272727272727	0.7892639488227572	0.7058823529411765	0.6575342465753424	0.30240736837950305
3	Leave_Hugo_out	Hugo	0.5119047619047619	0.5231042995734937	0.5217391304347826	0.5769230769230769	0.18712029714127992
4	Leave_IMVigor210_out	IMVigor210	0.6854219948849104	0.42573252617879526	0.3739837398373984	0.7416107382550335	0.21538514767349248
5	Leave_IMmotion150_out	IMmotion150	0.6568732193732194	0.47722482866152777	0.25	0.7090909090909091	0.1508594092165463
6	Leave_Kim_out	Kim	0.7954545454545454	0.5628245248050235	0.5806451612903226	0.7111111111111111	0.400186283454157
7	Leave_Liu_out	Liu	0.6515151515151515	0.520225211251501	0.41791044776119407	0.6355140186915887	0.18096336663759666
8	Leave_MGH_out	MGH	0.6515151515151516	0.584058453349959	0.4	0.47058823529411764	-0.04351941398892446
9	Leave_Miao_out	Miao	0.6333333333333333	0.7060601163542339	0.5454545454545454	0.7058823529411765	0.3337119062359573
10	Leave_Riaz_out	Riaz	0.7439024390243902	0.3082214803415416	0.42857142857142855	0.6862745098039216	0.2553203283456271
11	Leave_Rose_out	Rose	0.7482876712328768	0.4602877641826218	0.35294117647058826	0.7528089887640449	0.2013484352053357
12	Leave_SU2CLC1_out	SU2CLC1	0.6776315789473684	0.6061309861090269	0.5057471264367815	0.5784313725490197	0.1520007051855768
13	Leave_SU2CLC2_out	SU2CLC2	0.75	0.5639155982905982	0.4615384615384615	0.72	0.3001225239993905
14	Leave_Snyder_out	Snyder	0.5306122448979591	0.31227354578194916	0.0	0.5714285714285714	-0.22941573387056177
15	Leave_Zhao_out	Zhao	0.8246753246753247	0.8053547462638372	0.5333333333333333	0.72	0.4923659639173309
