train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
Leave_Gide_out	Gide	0.8250000000000001	0.8360619518205953	0.8372093023255814	0.8082191780821918	0.6154297041764447
Leave_IMVigor210_out	IMVigor210	0.6709718670076726	0.44238903907351224	0.441860465116279	0.6778523489932886	0.23936318051853359
Leave_Kim_out	Kim	0.9444444444444444	0.8681041116606133	0.631578947368421	0.8444444444444444	0.5730922466510651
