	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC	mode	best_C
0	Leave_Allen_out	Allen	0.636094674556213	0.4260056683534974	0.4666666666666667	0.5897435897435898	0.14625448482542613	CD8	0.1
1	Leave_Choueiri_out	Choueiri	0.7435897435897436	0.276984126984127	0.4444444444444444	0.6875	0.28941438070815306	CD8	0.1
2	Leave_Gide_out	Gide	0.8204545454545454	0.8579128515612521	0.7605633802816901	0.7671232876712328	0.5576027657648286	CD8	0.1
3	Leave_Hugo_out	Hugo	0.49404761904761907	0.511961401364032	0.5185185185185186	0.5	0.0	CD8	0.1
4	Leave_IMVigor210_out	IMVigor210	0.5876598465473145	0.2730181069090543	0.36893203883495146	0.5637583892617449	0.10439599094427979	CD8	0.1
5	Leave_IMmotion150_out	IMmotion150	0.6962250712250712	0.45028160034448916	0.540983606557377	0.6606060606060606	0.3078226044533574	CD8	0.1
6	Leave_Kim_out	Kim	0.7727272727272727	0.6209649062885536	0.5454545454545454	0.6666666666666666	0.3424747597107866	CD8	0.1
7	Leave_Liu_out	Liu	0.5218033998521803	0.44745437828767054	0.3764705882352941	0.5046728971962616	-0.033591339189009806	CD8	0.1
8	Leave_MGH_out	MGH	0.5018939393939394	0.4638628874285559	0.4166666666666667	0.5882352941176471	0.09848484848484848	CD8	0.1
9	Leave_Miao_out	Miao	0.5	0.2629564879564879	0.3636363636363636	0.5882352941176471	0.06356417261637282	CD8	0.1
10	Leave_Riaz_out	Riaz	0.646341463414634	0.46946026127577756	0.34285714285714286	0.5490196078431373	0.10847743819164835	CD8	0.1
11	Leave_Rose_out	Rose	0.589041095890411	0.22154841888593524	0.37037037037037035	0.6179775280898876	0.18743504748849818	CD8	0.1
12	Leave_SU2CLC1_out	SU2CLC1	0.6188322368421053	0.4569523918969137	0.5060240963855421	0.5980392156862745	0.17296501815952614	CD8	0.1
13	Leave_SU2CLC2_out	SU2CLC2	0.3897058823529412	0.38363820025704615	0.3	0.44	-0.14417419705003606	CD8	0.1
14	Leave_Snyder_out	Snyder	0.5408163265306123	0.3412250865258384	0.5	0.6190476190476191	0.2041241452319315	CD8	0.1
15	Leave_Zhao_out	Zhao	0.4090909090909091	0.4472861926104288	0.39999999999999997	0.52	0.006715191366878169	CD8	0.1
