transfer,Texh,TAM,CTLA4,CAF,FFT,NRS,NetBio,TIDE,CKS,NFT,PD1,GeneBio,IFNG,PDL1,IS,PGM,CD8,IMPRES,CTL,MIAS,GEP,ICA,PFT,CIS,LFT,Teff
IMVigor210$\mapsto$Miao,0.2449490052431229,0.2751587301587301,0.3011660561660562,0.1968666056166056,0.1986059039000215,0.2554345654345654,0.266547619047619,0.2089159451659451,0.2396003996003995,0.1970863858363858,0.2119369519369519,0.2629564879564879,0.2932800532800533,0.1718792971734148,0.240021645021645,0.4564377289377289,0.2629564879564879,0.4207754010695187,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.1916612554112554,0.2866161616161615,0.2019514472455648,0.2843398268398268
Hugo$\mapsto$Miao,0.2449490052431229,0.2751587301587301,0.2344552669552669,0.1968666056166056,0.1963965201465201,0.2554345654345654,0.215358669108669,0.4050946275946275,0.2926823176823176,0.2498358585858585,0.3575091575091574,0.2584027084027084,0.2478588078588078,0.1718792971734148,0.2957042957042957,0.2399995102936279,0.266494338994339,0.4207754010695187,0.2693117993117993,0.2943849206349206,0.2644749694749694,0.2964835164835164,0.1834471737412913,0.2502289377289377,0.1824154277095453,0.253046398046398
Ravi-2$\mapsto$IMmotion150,0.3156762621664586,0.3014250775321643,0.2200556356361519,0.3335632112363577,0.2635613785808429,0.2473705506051431,0.2464984934856011,0.2814419106254066,0.2199181286913356,0.329288589600351,0.2523434275954082,0.2126568900805967,0.212066046175379,0.3778464290727292,0.222338292336558,0.3204111458540375,0.2038166539291534,0.3653053523743179,0.2088619522573739,0.2162427320219382,0.2085267268024142,0.2057214312292988,0.2993658923808893,0.1995941991134577,0.3977362885700742,0.2149629464164961
Allen$\mapsto$IMVigor210,0.1958518965291403,0.2182834863627094,0.2301850555338856,0.1970515713067629,0.2016934279658783,0.2273467508559677,0.2832967341392716,0.2447463847764288,0.305337698677555,0.2867463719470905,0.2559908191193006,0.2712965893260571,0.2584739868491845,0.2486125345516416,0.2637586196115098,0.2111387347632114,0.2730181069090543,0.2455467034912976,0.2765968601969736,0.243811339808318,0.2873579121605972,0.2739864725413102,0.3942646434313244,0.2485314226393518,0.4289161296739366,0.305220844687028
Kim$\mapsto$Choueiri,0.625,0.1421085858585858,0.2601190476190476,0.1745039682539682,0.1823870573870573,0.5388888888888889,0.1694139194139194,0.452559015059015,0.1321345321345321,0.1781746031746031,0.237037037037037,0.2601190476190476,0.3,0.1998196248196248,0.276984126984127,0.1781746031746031,0.276984126984127,0.1680021367521367,0.2601190476190476,0.5204545454545455,0.2287878787878788,0.2406746031746031,0.1645299145299145,0.2601190476190476,0.193001443001443,0.2601190476190476
Gide$\mapsto$Miao,0.4719155844155844,0.2584362859362858,0.3011660561660562,0.1968666056166056,0.1957209457209457,0.3022527472527472,0.2610335497835497,0.2089159451659451,0.2396003996003995,0.1982016594516594,0.2119369519369519,0.2748251748251748,0.2932800532800533,0.1718792971734148,0.240021645021645,0.283030303030303,0.2629564879564879,0.4207754010695187,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.2391086691086691,0.2866161616161615,0.2205176767676767,0.2843398268398268
Ravi-1$\mapsto$Miao,0.2449490052431229,0.2751587301587301,0.3011660561660562,0.1968666056166056,0.2798809523809523,0.2554345654345654,0.2319342422283599,0.2089159451659451,0.2396003996003995,0.2721498599439776,0.2119369519369519,0.281060606060606,0.2932800532800533,0.1718792971734148,0.240021645021645,0.2824621212121212,0.2629564879564879,0.4207754010695187,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.3179274891774891,0.2866161616161615,0.2692414529914529,0.2843398268398268
IMmotion150$\mapsto$Miao,0.2449490052431229,0.2751587301587301,0.3011660561660562,0.1968666056166056,0.2382800532800532,0.3022527472527472,0.3368476621417797,0.4050946275946275,0.2396003996003995,0.2176185579126755,0.2119369519369519,0.269067599067599,0.2932800532800533,0.1718792971734148,0.240021645021645,0.2981926406926407,0.2629564879564879,0.4207754010695187,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.1952725705666882,0.2866161616161615,0.1656755009696186,0.2843398268398268
Gide$\mapsto$IMVigor210,0.1958518965291403,0.2182834863627094,0.2301850555338856,0.2446656851736526,0.2666850185786529,0.2273467508559677,0.2419429671011592,0.2447463847764288,0.305337698677555,0.3505907723513083,0.2559908191193006,0.2711432320523307,0.2584739868491845,0.2486125345516416,0.2637586196115098,0.2311803418760787,0.2730181069090543,0.2455467034912976,0.2765968601969736,0.243811339808318,0.2873579121605972,0.2739864725413102,0.4334423363315108,0.2485314226393518,0.322876941902221,0.305220844687028
Miao$\mapsto$IMmotion150,0.2470596240012594,0.3014250775321643,0.3746815920633826,0.2523090328268538,0.2869787365824656,0.3509015016135071,0.2330320979485751,0.2826984357959766,0.2199181286913356,0.2485026156578354,0.2523434275954082,0.2735962325378412,0.212066046175379,0.2266445415916286,0.222338292336558,0.3004351423488511,0.4502816003444891,0.2439103230357041,0.2088619522573739,0.2162427320219382,0.2085267268024142,0.2057214312292988,0.2374737228750037,0.4529657552569461,0.2486513969315223,0.2149629464164961
Miao$\mapsto$Kim,0.371504892265229,0.6022762260554694,0.3459863752248608,0.1889879591632586,0.204179264886345,0.4436600344189059,0.1863088752185948,0.2877939057728535,0.2403088368056889,0.1900670073077747,0.1868244950869445,0.2710509977872398,0.1784518516130005,0.1739746734560769,0.2375955448885862,0.1942751455008087,0.6209649062885536,0.2727170490328385,0.17486141388847,0.1924475436298582,0.1641183440166638,0.1804810821972523,0.2179560269627931,0.5025217171135594,0.1885225753289022,0.1675491646932121
Hugo$\mapsto$IMmotion150,0.3156762621664586,0.3014250775321643,0.2200556356361519,0.3335632112363577,0.2671064740712114,0.2473705506051431,0.304680783913373,0.2826984357959766,0.2199181286913356,0.2645776786896449,0.2523434275954082,0.2141045574966292,0.212066046175379,0.3778464290727292,0.222338292336558,0.3171754874790584,0.2038166539291534,0.3653053523743179,0.2088619522573739,0.429465990746067,0.2085267268024142,0.2057214312292988,0.3357145033484566,0.1995941991134577,0.329764283966693,0.2149629464164961
IMmotion150$\mapsto$IMVigor210,0.284637402289386,0.3230066180212102,0.2301850555338856,0.2446656851736526,0.2447097407847734,0.2273467508559677,0.3075897789475118,0.229739952206987,0.305337698677555,0.303351025071217,0.2559908191193006,0.2719666222775745,0.2584739868491845,0.2486125345516416,0.2637586196115098,0.2384192560360776,0.2730181069090543,0.2455467034912976,0.2765968601969736,0.243811339808318,0.2873579121605972,0.2739864725413102,0.3632768972457557,0.2485314226393518,0.3112170583841169,0.305220844687028
Kim$\mapsto$IMVigor210,0.1958518965291403,0.3230066180212102,0.2301850555338856,0.2446656851736526,0.2758416851574836,0.2273467508559677,0.2864719208181424,0.229739952206987,0.305337698677555,0.2807934161445349,0.2559908191193006,0.270949297603314,0.2584739868491845,0.2486125345516416,0.2637586196115098,0.2107072444207344,0.2730181069090543,0.2162768202021396,0.2765968601969736,0.243811339808318,0.2873579121605972,0.2739864725413102,0.4391270533682428,0.2485314226393518,0.4296561667379989,0.305220844687028
Rose$\mapsto$Miao,0.2449490052431229,0.2751587301587301,0.3011660561660562,0.1968666056166056,0.2176185579126755,0.3022527472527472,0.3965456765456766,0.2089159451659451,0.2396003996003995,0.2019148172089348,0.2119369519369519,0.269067599067599,0.2932800532800533,0.1718792971734148,0.240021645021645,0.2776252913752913,0.2629564879564879,0.4207754010695187,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.2262982115923292,0.2866161616161615,0.5257936507936508,0.2843398268398268
Ravi-2$\mapsto$Miao,0.2449490052431229,0.2751587301587301,0.2344552669552669,0.1968666056166056,0.2473276723276723,0.2554345654345654,0.3923809523809524,0.2089159451659451,0.2926823176823176,0.2524032176973353,0.3575091575091574,0.2446003996003996,0.2478588078588078,0.1718792971734148,0.2957042957042957,0.4709325396825397,0.266494338994339,0.4207754010695187,0.2693117993117993,0.2590845265845266,0.2644749694749694,0.2964835164835164,0.2589194139194139,0.2502289377289377,0.2126567876567876,0.253046398046398
Rose$\mapsto$IMVigor210,0.284637402289386,0.3230066180212102,0.2301850555338856,0.2446656851736526,0.219465589520206,0.2273467508559677,0.3885713685268056,0.2447463847764288,0.305337698677555,0.3008806111738524,0.2559908191193006,0.2710419296430456,0.2584739868491845,0.2486125345516416,0.2637586196115098,0.2115918010586152,0.2730181069090543,0.2455467034912976,0.2765968601969736,0.243811339808318,0.2873579121605972,0.2739864725413102,0.4197501038514565,0.2485314226393518,0.2916650369223701,0.305220844687028
Freeman$\mapsto$IMVigor210,0.284637402289386,0.3230066180212102,0.2301850555338856,0.2446656851736526,0.2831285659005811,0.2297919787680448,0.2456967160983186,0.229739952206987,0.305337698677555,0.2653535472449407,0.2559908191193006,0.2612711027535631,0.2074410520943922,0.1923232991284983,0.2637586196115098,0.2106416974561477,0.2730181069090543,0.6140939597315436,0.2765968601969736,0.243811339808318,0.2873579121605972,0.2739864725413102,0.3087681263478681,0.2485314226393518,0.3231930271575969,0.305220844687028
Kim$\mapsto$Miao,0.4719155844155844,0.2751587301587301,0.3011660561660562,0.1968666056166056,0.2266661769602946,0.3022527472527472,0.2623031135531135,0.4050946275946275,0.2396003996003995,0.1915130702630702,0.2119369519369519,0.269067599067599,0.2932800532800533,0.1718792971734148,0.240021645021645,0.2475070028011204,0.2629564879564879,0.6088235294117648,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.1938706391647568,0.2866161616161615,0.1786491939433115,0.2843398268398268
Ravi-1$\mapsto$IMVigor210,0.284637402289386,0.3230066180212102,0.2301850555338856,0.2446656851736526,0.2366300484653347,0.2297919787680448,0.3152467822557132,0.2447463847764288,0.305337698677555,0.2716799348958167,0.2559908191193006,0.2676217577897248,0.2584739868491845,0.2486125345516416,0.2637586196115098,0.2113861652900615,0.2730181069090543,0.2455467034912976,0.2765968601969736,0.243811339808318,0.2873579121605972,0.2739864725413102,0.3961054674011987,0.2485314226393518,0.4649198501510461,0.305220844687028
Ravi-2$\mapsto$Kim,0.2663554315805319,0.6022762260554694,0.2056457244951881,0.6177596502104107,0.2754714859493231,0.263063495417637,0.2796298435316271,0.2550148051211219,0.2403088368056889,0.3233868678584892,0.1868244950869445,0.1759132392804517,0.1784518516130005,0.550174113185994,0.2375955448885862,0.2010447353858469,0.1704546406850459,0.2020054141764668,0.17486141388847,0.1924475436298582,0.1641183440166638,0.1804810821972523,0.4452794314582739,0.1849056061771237,0.497305125812119,0.1675491646932121
Allen$\mapsto$Miao,0.4719155844155844,0.2584362859362858,0.3011660561660562,0.4413186813186812,0.2607775557775558,0.3022527472527472,0.2485227272727272,0.2089159451659451,0.2396003996003995,0.2389943389943389,0.2119369519369519,0.269067599067599,0.2932800532800533,0.1718792971734148,0.240021645021645,0.2440221543162719,0.2629564879564879,0.4207754010695187,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.2255906593406593,0.2866161616161615,0.2879564879564879,0.2843398268398268
Riaz$\mapsto$Choueiri,0.625,0.4884615384615384,0.2601190476190476,0.1745039682539682,0.2410714285714285,0.5388888888888889,0.2694444444444444,0.1745039682539682,0.1321345321345321,0.2249694749694749,0.237037037037037,0.276984126984127,0.3,0.1998196248196248,0.276984126984127,0.2575396825396825,0.276984126984127,0.3222222222222222,0.2601190476190476,0.5204545454545455,0.2287878787878788,0.2406746031746031,0.1317275317275317,0.2601190476190476,0.1423400673400673,0.2601190476190476
Zhao$\mapsto$Miao,0.2449490052431229,0.2751587301587301,0.3011660561660562,0.4413186813186812,0.2397797300738477,0.2554345654345654,0.2337524240465416,0.2089159451659451,0.2926823176823176,0.3396969696969696,0.2119369519369519,0.2276419413919413,0.2932800532800533,0.1718792971734148,0.2957042957042957,0.2440221543162719,0.266494338994339,0.4207754010695187,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.2130631868131868,0.2866161616161615,0.5372510822510823,0.2843398268398268
Snyder$\mapsto$Miao,0.4719155844155844,0.2584362859362858,0.2344552669552669,0.1968666056166056,0.2934615384615384,0.3022527472527472,0.2238706391647568,0.4050946275946275,0.2396003996003995,0.2037657440598617,0.2119369519369519,0.2687104562104562,0.2932800532800533,0.1718792971734148,0.240021645021645,0.46504884004884,0.2629564879564879,0.4207754010695187,0.2666575091575092,0.2590845265845266,0.2644749694749694,0.2402930402930403,0.3259126984126984,0.2866161616161615,0.2826731601731602,0.2843398268398268
Gide$\mapsto$Choueiri,0.625,0.4884615384615384,0.2601190476190476,0.1745039682539682,0.2601190476190476,0.5388888888888889,0.237037037037037,0.1745039682539682,0.1321345321345321,0.2823412698412698,0.237037037037037,0.276984126984127,0.3,0.1998196248196248,0.276984126984127,0.2575396825396825,0.276984126984127,0.3222222222222222,0.2601190476190476,0.5204545454545455,0.2287878787878788,0.2406746031746031,0.1321345321345321,0.2601190476190476,0.1749694749694749,0.2601190476190476
Hugo$\mapsto$Kim,0.2663554315805319,0.6022762260554694,0.2056457244951881,0.6177596502104107,0.3019692959297157,0.263063495417637,0.4079446017928926,0.2877939057728535,0.2403088368056889,0.2001263007921878,0.1868244950869445,0.1876143813055159,0.1784518516130005,0.550174113185994,0.2375955448885862,0.3755103166512181,0.1704546406850459,0.2020054141764668,0.17486141388847,0.4354309793498847,0.1641183440166638,0.1804810821972523,0.2476561456926045,0.1849056061771237,0.3787238427218988,0.1675491646932121
Riaz$\mapsto$Miao,0.4719155844155844,0.2584362859362858,0.3011660561660562,0.1968666056166056,0.2319597069597069,0.3022527472527472,0.4304059829059828,0.2089159451659451,0.2396003996003995,0.1790430402930402,0.2119369519369519,0.2629564879564879,0.2932800532800533,0.1718792971734148,0.240021645021645,0.2634027084027084,0.2629564879564879,0.4207754010695187,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.411078431372549,0.2866161616161615,0.4589697802197802,0.2843398268398268
IMmotion150$\mapsto$Choueiri,0.1109355921855921,0.1421085858585858,0.2601190476190476,0.1745039682539682,0.2406746031746031,0.5388888888888889,0.1684981684981684,0.452559015059015,0.1321345321345321,0.1606150793650793,0.237037037037037,0.2601190476190476,0.3,0.1998196248196248,0.276984126984127,0.2575396825396825,0.276984126984127,0.3222222222222222,0.2601190476190476,0.5204545454545455,0.2287878787878788,0.2406746031746031,0.728021978021978,0.2601190476190476,0.5686507936507936,0.2601190476190476
Zhao$\mapsto$Riaz,0.1792939144443373,0.1726521475696935,0.3429522492757786,0.1840889829856998,0.1312107610928315,0.1514702656243624,0.4039749726450493,0.2041013591245065,0.1447375208023635,0.1765867923444818,0.3999407048058288,0.1656394648922793,0.4812181906063393,0.1927178328210558,0.1599561744688737,0.4853790955483746,0.1551248970326252,0.3084722222222222,0.4169181179826017,0.4970191498326853,0.4472858229003374,0.4377696999681251,0.1968282681155306,0.5418373286826269,0.2742041610087151,0.5082061183982649
Hugo$\mapsto$Allen,0.2713948973855409,0.2947326377111444,0.2333025515787782,0.3034688131682782,0.330325702279917,0.2636268527678204,0.2569126081154178,0.1889328417368258,0.2449163149698054,0.3448184215206254,0.254430485598997,0.3351124522653971,0.2389966077669644,0.3669200769047782,0.2534554303800149,0.5877933534804218,0.2536749641225665,0.5805166098269546,0.2433868250080283,0.4086108084018267,0.2419181522649802,0.2409714727816861,0.2761966222646917,0.2431242361133544,0.2851156097295528,0.2455116276534161
Liu$\mapsto$Miao,0.4719155844155844,0.2751587301587301,0.3011660561660562,0.4413186813186812,0.2471428571428571,0.3022527472527472,0.2468677156177156,0.4050946275946275,0.2396003996003995,0.2485347985347985,0.2119369519369519,0.2695138195138195,0.2932800532800533,0.1718792971734148,0.240021645021645,0.2641287878787878,0.2629564879564879,0.4207754010695187,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.4476731601731601,0.2866161616161615,0.4196003996003996,0.2843398268398268
Choueiri$\mapsto$Ravi-2,0.2581471797251596,0.2610922413653896,0.2687209975696817,0.2651807719438583,0.3914784597329354,0.2876191894742086,0.3284670849044839,0.267176753606581,0.3232227464564421,0.242843365238245,0.298865368914711,0.368682843114189,0.2439503583053775,0.3176485810385267,0.271272502526078,0.3854099351417716,0.3836382002570461,0.3220833333333333,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.2775387299795446,0.2456639260091735,0.2576125048911805,0.376811602560778
Choueiri$\mapsto$Miao,0.4719155844155844,0.2584362859362858,0.3011660561660562,0.4413186813186812,0.2088426116367292,0.3022527472527472,0.2807034632034632,0.4050946275946275,0.2926823176823176,0.3885943223443223,0.2119369519369519,0.269067599067599,0.2932800532800533,0.1718792971734148,0.240021645021645,0.3157936507936508,0.2629564879564879,0.6088235294117648,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.2495498945498945,0.2866161616161615,0.2260729548229548,0.2843398268398268
Hugo$\mapsto$Snyder,0.2813320666261843,0.2254685946885194,0.3803690615001982,0.3412656554463277,0.2579569240283526,0.2503446216543297,0.3037547036358403,0.3650635079206508,0.2513170619124842,0.4074272016498907,0.2809115279040091,0.3076052283261482,0.2441519522788872,0.4360222901576285,0.2464216231824591,0.2471596613126909,0.295322622976316,0.4465347677532552,0.2451321078670703,0.2975351504238058,0.4498192541646765,0.2367605574925345,0.3608279675506566,0.2492046140625308,0.2417028957331921,0.2483200297662924
Allen$\mapsto$Choueiri,0.625,0.4884615384615384,0.2601190476190476,0.452559015059015,0.2142857142857142,0.5388888888888889,0.2835775335775335,0.1745039682539682,0.1321345321345321,0.5323412698412698,0.237037037037037,0.2601190476190476,0.3,0.1998196248196248,0.276984126984127,0.253021978021978,0.276984126984127,0.3222222222222222,0.2601190476190476,0.5204545454545455,0.2287878787878788,0.2406746031746031,0.1859307359307359,0.2601190476190476,0.1476310726310726,0.2601190476190476
Liu$\mapsto$Choueiri,0.625,0.1421085858585858,0.2601190476190476,0.452559015059015,0.1922138047138047,0.5388888888888889,0.1467171717171717,0.452559015059015,0.1321345321345321,0.7767857142857143,0.237037037037037,0.276984126984127,0.3,0.1998196248196248,0.276984126984127,0.2232323232323232,0.276984126984127,0.3222222222222222,0.2601190476190476,0.5204545454545455,0.2287878787878788,0.2406746031746031,0.251010101010101,0.2601190476190476,0.1109355921855921,0.2601190476190476
Miao$\mapsto$Allen,0.3809956593714955,0.2947326377111444,0.4557892457913202,0.3457125828268595,0.3823715020965359,0.389156353339984,0.2913796136266779,0.1889328417368258,0.2449163149698054,0.3096798556710399,0.254430485598997,0.4066916151511578,0.2389966077669644,0.3711375168161463,0.2534554303800149,0.2273239202944403,0.4260056683534974,0.2281274281274281,0.2433868250080283,0.2595622367343635,0.2419181522649802,0.2409714727816861,0.2926690746088238,0.4344258523245071,0.4133483631641033,0.2455116276534161
Snyder$\mapsto$Choueiri,0.625,0.4884615384615384,0.1276871276871277,0.1745039682539682,0.2188492063492063,0.5388888888888889,0.5079059829059829,0.452559015059015,0.1321345321345321,0.452559015059015,0.237037037037037,0.2601190476190476,0.3,0.1998196248196248,0.276984126984127,0.2559523809523809,0.276984126984127,0.3222222222222222,0.2601190476190476,0.1241792929292929,0.1369463869463869,0.2406746031746031,0.4884615384615384,0.2601190476190476,0.46504884004884,0.2601190476190476
Ravi-2$\mapsto$Allen,0.2713948973855409,0.2947326377111444,0.2333025515787782,0.3034688131682782,0.2807687710766663,0.2636268527678204,0.2970019021603347,0.9999999999999998,0.2449163149698054,0.3966562890738617,0.254430485598997,0.2575253030261014,0.2389966077669644,0.3669200769047782,0.2534554303800149,0.2407064947607355,0.2536749641225665,0.5805166098269546,0.2433868250080283,0.2595622367343635,0.2419181522649802,0.2409714727816861,0.3810181058526781,0.2431242361133544,0.4176977427275117,0.2455116276534161
Gide$\mapsto$Ravi-2,0.2581471797251596,0.2610922413653896,0.2687209975696817,0.3482432863189442,0.28066733022954,0.2876191894742086,0.2635183938009015,0.5044581812988354,0.2938039397117629,0.3207163899295242,0.298865368914711,0.4023920234266301,0.2439503583053775,0.3176485810385267,0.271272502526078,0.3688577297988052,0.3836382002570461,0.3316507465963987,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.3568097889429411,0.2456639260091735,0.4514726957983537,0.376811602560778
Snyder$\mapsto$Riaz,0.1771767331825116,0.1930386652452487,0.1284253316000011,0.2756365771862434,0.3892846460265244,0.4195485090295511,0.2695673487923479,0.1829184414153798,0.3332666499173446,0.1934225957321081,0.3999407048058288,0.4702830793617387,0.4812181906063393,0.1927178328210558,0.5814619336554179,0.2550810300881443,0.4694602612757775,0.3084722222222222,0.4169181179826017,0.1483997423801419,0.1505117212500906,0.4377696999681251,0.2373271196094367,0.5418373286826269,0.1962840590122742,0.5082061183982649
Ravi-2$\mapsto$Snyder,0.2813320666261843,0.2254685946885194,0.3803690615001982,0.3412656554463277,0.2663744052399515,0.2503446216543297,0.3311069649304943,0.2541371744379262,0.2513170619124842,0.4033593182089423,0.2809115279040091,0.4097596638950023,0.2441519522788872,0.4360222901576285,0.2464216231824591,0.6854362957304134,0.295322622976316,0.4465347677532552,0.2451321078670703,0.4588063255605272,0.4498192541646765,0.2367605574925345,0.2326609790646721,0.2492046140625308,0.2241534026197892,0.2483200297662924
Riaz$\mapsto$Ravi-2,0.2581471797251596,0.2610922413653896,0.2687209975696817,0.3482432863189442,0.5532439313137842,0.2876191894742086,0.2877102913533834,0.5044581812988354,0.2938039397117629,0.2700325418288805,0.298865368914711,0.3836382002570461,0.2439503583053775,0.3176485810385267,0.271272502526078,0.3318134469696969,0.3836382002570461,0.3316507465963987,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.3784209902416424,0.2456639260091735,0.2913691767879747,0.376811602560778
Liu$\mapsto$Ravi-2,0.2581471797251596,0.3197244437279267,0.2687209975696817,0.2651807719438583,0.4204652307233829,0.2876191894742086,0.4302959244595274,0.267176753606581,0.2938039397117629,0.3926071459285468,0.298865368914711,0.3995918568856548,0.2439503583053775,0.3176485810385267,0.271272502526078,0.3101811843678599,0.3836382002570461,0.3316507465963987,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.3967495066208301,0.2456639260091735,0.4712887788381209,0.376811602560778
IMmotion150$\mapsto$Ravi-2,0.4462899743230625,0.3197244437279267,0.2687209975696817,0.3482432863189442,0.247962092064133,0.2876191894742086,0.2654654644872036,0.267176753606581,0.2938039397117629,0.3661975274252751,0.298865368914711,0.368682843114189,0.2439503583053775,0.3176485810385267,0.271272502526078,0.3860490529683893,0.3836382002570461,0.3316507465963987,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.5123333346019567,0.2456639260091735,0.5275006243756244,0.376811602560778
Freeman$\mapsto$Miao,0.2449490052431229,0.2751587301587301,0.3011660561660562,0.1968666056166056,0.1907090785031961,0.2554345654345654,0.1774129302070478,0.4050946275946275,0.2396003996003995,0.3970127748068924,0.2119369519369519,0.2695138195138195,0.2478588078588078,0.8267857142857142,0.240021645021645,0.2664463967405144,0.2629564879564879,0.6470588235294118,0.2666575091575092,0.2943849206349206,0.2783241758241758,0.2402930402930403,0.4030555555555555,0.2866161616161615,0.874642857142857,0.2843398268398268
Kim$\mapsto$Ravi-2,0.2581471797251596,0.3197244437279267,0.2687209975696817,0.3482432863189442,0.3317807162644119,0.2876191894742086,0.4165020397157545,0.267176753606581,0.2938039397117629,0.4277685335497835,0.298865368914711,0.3614446027917095,0.2439503583053775,0.3176485810385267,0.271272502526078,0.2829289594242187,0.3836382002570461,0.3220833333333333,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.5345111281692164,0.2456639260091735,0.5715297269963737,0.376811602560778
Rose$\mapsto$Ravi-2,0.4462899743230625,0.3197244437279267,0.2687209975696817,0.3482432863189442,0.2481710455591319,0.2876191894742086,0.3961753795721187,0.5044581812988354,0.2938039397117629,0.5498234769616348,0.298865368914711,0.3612696025683347,0.2439503583053775,0.3176485810385267,0.271272502526078,0.3085048715502427,0.3836382002570461,0.3316507465963987,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.3703918784939952,0.2456639260091735,0.3068135908209437,0.376811602560778
Snyder$\mapsto$Ravi-2,0.2581471797251596,0.2610922413653896,0.389720559046217,0.3482432863189442,0.3283593623546216,0.2876191894742086,0.2944202483364887,0.267176753606581,0.2938039397117629,0.258140785298293,0.298865368914711,0.4924950923091655,0.2439503583053775,0.3176485810385267,0.271272502526078,0.4206105255837513,0.3836382002570461,0.3316507465963987,0.3829240841073271,0.5993153598852128,0.5762658756684492,0.3090056322872399,0.238533530994663,0.2456639260091735,0.2264660909957215,0.376811602560778
Allen$\mapsto$Ravi-2,0.2581471797251596,0.2610922413653896,0.2687209975696817,0.2651807719438583,0.3291781908751723,0.2876191894742086,0.2857747935053721,0.5044581812988354,0.2938039397117629,0.3325508172383172,0.298865368914711,0.3614446027917095,0.2439503583053775,0.3176485810385267,0.271272502526078,0.2877908714092924,0.3836382002570461,0.3316507465963987,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.7263076384399914,0.2456639260091735,0.664932308784211,0.376811602560778
Zhao$\mapsto$IMmotion150,0.3156762621664586,0.3014250775321643,0.3746815920633826,0.2523090328268538,0.3012318310479581,0.2473705506051431,0.3090495092526361,0.2814419106254066,0.2199181286913356,0.3389078521024901,0.4112163553080204,0.2263635319623032,0.4027781626219133,0.3778464290727292,0.222338292336558,0.3313008885284459,0.2038166539291534,0.3653053523743179,0.4205906141173571,0.429465990746067,0.4476244512144518,0.4504975878510416,0.4192390864438325,0.4529657552569461,0.3297906055402065,0.4026868578707226
Kim$\mapsto$Riaz,0.1771767331825116,0.1726521475696935,0.3429522492757786,0.2756365771862434,0.2216387856229764,0.4195485090295511,0.2515181133801085,0.1829184414153798,0.3332666499173446,0.2662818982779508,0.3999407048058288,0.513022040199614,0.4812181906063393,0.1927178328210558,0.5814619336554179,0.2804697921421473,0.4694602612757775,0.1387706989772653,0.4169181179826017,0.4970191498326853,0.4472858229003374,0.4377696999681251,0.2298971801004028,0.5418373286826269,0.17392973802246,0.5082061183982649
Snyder$\mapsto$IMmotion150,0.2470596240012594,0.2735582296424474,0.2200556356361519,0.3335632112363577,0.3526019583189098,0.3509015016135071,0.2742459668837219,0.2826984357959766,0.393419214954637,0.2853186961835619,0.4112163553080204,0.4340855812188595,0.4027781626219133,0.3778464290727292,0.3825916999050965,0.3676886550953723,0.4502816003444891,0.3653053523743179,0.4205906141173571,0.2162427320219382,0.2085267268024142,0.4504975878510416,0.3060142604754919,0.4529657552569461,0.3005321820154385,0.4026868578707226
Ravi-1$\mapsto$Ravi-2,0.4462899743230625,0.3197244437279267,0.2687209975696817,0.3482432863189442,0.2813016522091599,0.4933159180477544,0.4748603191016369,0.5044581812988354,0.2938039397117629,0.2757795819376701,0.298865368914711,0.2578429642911529,0.2439503583053775,0.3176485810385267,0.271272502526078,0.3085048715502427,0.3836382002570461,0.3316507465963987,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.3560195263356018,0.2456639260091735,0.7152215085638998,0.376811602560778
IMVigor210$\mapsto$Ravi-2,0.4462899743230625,0.3197244437279267,0.2687209975696817,0.3482432863189442,0.2458365188947619,0.4933159180477544,0.3931080852136638,0.5044581812988354,0.2938039397117629,0.4785368283509015,0.298865368914711,0.368682843114189,0.2439503583053775,0.3176485810385267,0.271272502526078,0.421652806531218,0.3836382002570461,0.3316507465963987,0.3829240841073271,0.2382226141358006,0.2768499590131455,0.3090056322872399,0.2879610685367264,0.2456639260091735,0.5348941336441336,0.376811602560778
