	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC	mode	best_C
0	Leave_Allen_out	Allen	0.3994082840236686	0.2713948973855409	0.37499999999999994	0.48717948717948717	-0.03627381250550058	Texh	0.1
1	Leave_Choueiri_out	Choueiri	0.17948717948717946	0.11093559218559218	0.0	0.4375	-0.3721042037676254	Texh	0.1
2	Leave_Gide_out	Gide	0.3325757575757575	0.4467918435253173	0.3380281690140845	0.3561643835616438	-0.2776571911605986	Texh	0.1
3	Leave_Hugo_out	Hugo	0.5654761904761905	0.6611998447050751	0.56	0.5769230769230769	0.16817499303650435	Texh	0.1
4	Leave_IMVigor210_out	IMVigor210	0.5824808184143222	0.284637402289386	0.38139534883720927	0.5536912751677853	0.11925553339596394	Texh	0.1
5	Leave_IMmotion150_out	IMmotion150	0.5603632478632479	0.31567626216645867	0.39669421487603307	0.5575757575757576	0.0742499130430674	Texh	0.1
6	Leave_Kim_out	Kim	0.3358585858585858	0.26635543158053193	0.23529411764705885	0.4222222222222222	-0.18765339874259634	Texh	0.1
7	Leave_Liu_out	Liu	0.5048041389504804	0.37159432666953063	0.45161290322580644	0.5233644859813084	0.041338139610378064	Texh	0.1
8	Leave_MGH_out	MGH	0.625	0.5194691358392269	0.5161290322580646	0.5588235294117647	0.1604088343952626	Texh	0.1
9	Leave_Miao_out	Miao	0.41666666666666663	0.2449490052431229	0.3636363636363636	0.5882352941176471	0.06356417261637282	Texh	0.1
10	Leave_Riaz_out	Riaz	0.5048780487804878	0.17929391444433732	0.25000000000000006	0.5294117647058824	-0.03128367136208553	Texh	0.1
11	Leave_Rose_out	Rose	0.5308219178082192	0.1934700790532217	0.2962962962962963	0.5730337078651685	0.06912498205249579	Texh	0.1
12	Leave_SU2CLC1_out	SU2CLC1	0.5127467105263157	0.37681354631693903	0.35	0.49019607843137253	-0.06786208925382961	Texh	0.1
13	Leave_SU2CLC2_out	SU2CLC2	0.5955882352941176	0.44628997432306255	0.4444444444444445	0.6	0.140028008402801	Texh	0.1
14	Leave_Snyder_out	Snyder	0.4591836734693877	0.2813320666261843	0.26666666666666666	0.47619047619047616	-0.1386750490563073	Texh	0.1
15	Leave_Zhao_out	Zhao	0.49350649350649345	0.5504481809899766	0.380952380952381	0.48	-0.0657951694959769	Texh	0.1
