	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
0	Leave_Allen_out	Allen	0.6834319526627218	0.5336915687497706	0.5142857142857142	0.5641025641025641	0.18281810603178267
1	Leave_Choueiri_out	Choueiri	0.5384615384615383	0.20714285714285716	0.0	0.6875	-0.18156825980064073
2	Leave_Gide_out	Gide	0.6575757575757576	0.7337225839244489	0.5757575757575758	0.6164383561643836	0.2732164890946507
3	Leave_Hugo_out	Hugo	0.613095238095238	0.6455244653189243	0.5833333333333334	0.6153846153846154	0.25617376914899
4	Leave_IMVigor210_out	IMVigor210	0.6313299232736572	0.3751728303304973	0.41807909604519766	0.6543624161073825	0.20133794093433308
5	Leave_IMmotion150_out	IMmotion150	0.6534900284900285	0.5067889111008737	0.4193548387096774	0.5636363636363636	0.10416448692923266
6	Leave_Kim_out	Kim	0.8636363636363636	0.7680200550964619	0.6086956521739131	0.8	0.47551880425877446
7	Leave_Liu_out	Liu	0.5055432372505544	0.38402258968444153	0.18181818181818182	0.5794392523364486	-0.02077759222980506
8	Leave_MGH_out	MGH	0.6893939393939394	0.5237465823650034	0.5517241379310345	0.6176470588235294	0.24618298195866548
9	Leave_Miao_out	Miao	0.1	0.17187929717341482	0.0	0.35294117647058826	-0.4767312946227961
10	Leave_Riaz_out	Riaz	0.7292682926829268	0.2891389242030311	0.47058823529411764	0.6470588235294118	0.3259341380258032
11	Leave_Rose_out	Rose	0.6172945205479452	0.20535875675436313	0.0	0.8089887640449438	-0.04990651285059496
12	Leave_SU2CLC1_out	SU2CLC1	0.5748355263157894	0.3985118097335749	0.25	0.5882352941176471	0.015644567947554963
13	Leave_SU2CLC2_out	SU2CLC2	0.47794117647058826	0.3309117619379768	0.4615384615384615	0.72	0.3001225239993905
14	Leave_Snyder_out	Snyder	0.5510204081632653	0.33440029858097087	0.22222222222222224	0.6666666666666666	0.11470786693528089
15	Leave_Zhao_out	Zhao	0.6103896103896104	0.4621796541248413	0.0	0.56	0.0
