	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
0	Leave_Allen_out	Allen	0.8875739644970415	0.8801596490771426	0.7692307692307693	0.8461538461538461	0.6538461538461539
1	Leave_Choueiri_out	Choueiri	0.41025641025641024	0.15064102564102563	0.0	0.625	-0.23076923076923078
2	Leave_Gide_out	Gide	0.8234848484848484	0.8535267163720214	0.7631578947368423	0.7534246575342466	0.5105632961983062
3	Leave_Hugo_out	Hugo	0.5416666666666666	0.6962293637590735	0.56	0.5769230769230769	0.16817499303650435
4	Leave_IMVigor210_out	IMVigor210	0.6839514066496164	0.4623802423479188	0.48920863309352514	0.761744966442953	0.3340742776871012
5	Leave_IMmotion150_out	IMmotion150	0.7476851851851851	0.6278226412140899	0.5106382978723403	0.5818181818181818	0.24069390083941852
6	Leave_Kim_out	Kim	0.8282828282828283	0.7655687316871528	0.6666666666666666	0.8222222222222222	0.5454545454545454
7	Leave_Liu_out	Liu	0.7590539541759055	0.6788668371918611	0.5797101449275363	0.7289719626168224	0.40546672077434415
8	Leave_MGH_out	MGH	0.7121212121212122	0.62244712564888	0.5806451612903226	0.6176470588235294	0.2843611155188746
9	Leave_Miao_out	Miao	0.3666666666666667	0.23580370609782375	0.0	0.6470588235294118	-0.1613743060919757
10	Leave_Riaz_out	Riaz	0.7585365853658538	0.42627510426709503	0.45000000000000007	0.5686274509803921	0.3128491081335063
11	Leave_Rose_out	Rose	0.7337328767123288	0.3769761569216996	0.11764705882352941	0.8314606741573034	0.2276984648808395
12	Leave_SU2CLC1_out	SU2CLC1	0.7425986842105262	0.7123130025883964	0.6493506493506495	0.7352941176470589	0.43690487353364177
13	Leave_SU2CLC2_out	SU2CLC2	0.7794117647058824	0.7128552350427351	0.6153846153846154	0.8	0.5144957554275266
14	Leave_Snyder_out	Snyder	0.5306122448979591	0.3203737914623585	0.0	0.6190476190476191	-0.15811388300841897
15	Leave_Zhao_out	Zhao	0.6883116883116883	0.5622086024492441	0.0	0.56	0.0
