	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
0	Leave_Allen_out	Allen	0.8964497041420119	0.8685897631600907	0.7407407407407408	0.8205128205128205	0.6047431568147636
1	Leave_Choueiri_out	Choueiri	0.30769230769230765	0.12821969696969698	0.0	0.625	-0.23076923076923078
2	Leave_Gide_out	Gide	0.8424242424242424	0.8658646871292814	0.7733333333333333	0.7671232876712328	0.5411359283578128
3	Leave_Hugo_out	Hugo	0.5773809523809523	0.6575313926144406	0.5	0.5384615384615384	0.09759000729485333
4	Leave_IMVigor210_out	IMVigor210	0.6903452685421996	0.5084275715103636	0.4502617801047121	0.6476510067114094	0.24253256316242522
5	Leave_IMmotion150_out	IMmotion150	0.7672720797720798	0.6126354899925808	0.5384615384615385	0.5636363636363636	0.296948669841469
6	Leave_Kim_out	Kim	0.9090909090909091	0.7823592053371466	0.75	0.8666666666666667	0.6590909090909091
7	Leave_Liu_out	Liu	0.7490761271249077	0.688858451417839	0.5588235294117647	0.719626168224299	0.38301890907840935
8	Leave_MGH_out	MGH	0.7196969696969697	0.6003188706037971	0.5384615384615384	0.6470588235294118	0.2574643252722186
9	Leave_Miao_out	Miao	0.33333333333333337	0.2291553544494721	0.22222222222222224	0.5882352941176471	-0.053708615552957466
10	Leave_Riaz_out	Riaz	0.7585365853658537	0.4362742919902808	0.47619047619047616	0.5686274509803921	0.38054838479585185
11	Leave_Rose_out	Rose	0.7071917808219178	0.34003694425322717	0.1111111111111111	0.8202247191011236	0.12643834720835428
12	Leave_SU2CLC1_out	SU2CLC1	0.7364309210526316	0.7198212615136956	0.6136363636363636	0.6666666666666666	0.33961699223832137
13	Leave_SU2CLC2_out	SU2CLC2	0.786764705882353	0.7181803929765886	0.6666666666666666	0.8	0.5271016357912215
14	Leave_Snyder_out	Snyder	0.45918367346938777	0.29142136550362996	0.0	0.5714285714285714	-0.22941573387056177
15	Leave_Zhao_out	Zhao	0.8181818181818181	0.7435598492416674	0.0	0.56	0.0
